year,category,motivation,prizeShare,laureateID,fullName,gender,born,bornCountry,bornCity,died,diedCountry,diedCity,organizationName,organizationCountry,organizationCity
1948,chemistry,for his research on electrophoresis and adsorption analysis especially for his discoveries concerning the complex nature of the serum proteins,1,208,Arne Tiselius,male,10/8/1902,Sweden,Stockholm,10/29/1971,Sweden,Uppsala,Uppsala University,Sweden,Uppsala
1948,physics,for his development of the Wilson cloud chamber method and his discoveries therewith in the fields of nuclear physics and cosmic radiation,1,53,Patrick M.S. Blackett,male,1897-11-18,United Kingdom,London,7/13/1974,United Kingdom,London,Victoria University,United Kingdom,Manchester
1947,literature,for his comprehensive and artistically significant writings in which human problems and conditions have been presented with a fearless love of truth and keen psychological insight,1,618,Andra Gide,male,1869-11-22,France,Paris,2/19/1951,France,Paris,,,
1947,peace,for their pioneering work in the international peace movement and compassionate effort to relieve human suffering thereby promoting the fraternity between nations,2,509,American Friends Service Committee ,org,1917-00-00,,,,,,,,
1947,peace,for their pioneering work in the international peace movement and compassionate effort to relieve human suffering thereby promoting the fraternity between nations,2,508,Friends Service Council ,org,1647-00-00,,,,,,,,
1947,medicine,for his discovery of the part played by the hormone of the anterior pituitary lobe in the metabolism of sugar,2,345,Bernardo Houssay,male,1887-04-10,Argentina,Buenos Aires,9/21/1971,Argentina,Buenos Aires,Instituto de Biologia y Medicina Experimental (Institute for Biology and Experimental Medicine),Argentina,Buenos Aires
1947,medicine,for their discovery of the course of the catalytic conversion of glycogen,4,344,Gerty Cori,female,1896-08-15,Czech Republic,Prague,10/26/1957,USA,St. Louis MO,Washington University,USA,St. Louis MO
1947,medicine,for their discovery of the course of the catalytic conversion of glycogen,4,343,Carl Cori,male,1896-12-05,Czech Republic,Prague,10/20/1984,USA,Cambridge MA,Washington University,USA,St. Louis MO
1947,chemistry,for his investigations on plant products of biological importance especially the alkaloids,1,207,Sir Robert Robinson,male,1886-09-13,United Kingdom,Rufford near Chesterfield,2/8/1975,United Kingdom,Great Missenden,University of Oxford,United Kingdom,Oxford
1947,physics,for his investigations of the physics of the upper atmosphere especially for the discovery of the so-called Appleton layer,1,52,Edward V. Appleton,male,1892-09-06,United Kingdom,Bradford,4/21/1965,Scotland,Edinburgh,Department of Scientific and Industrial Research,United Kingdom,London
1946,literature,for his inspired writings which while growing in boldness and penetration exemplify the classical humanitarian ideals and high qualities of style,1,617,Hermann Hesse,male,1877-07-02,Germany,Calw,8/9/1962,Switzerland,Montagnola,,,
1946,peace,for his contribution to the creation of a peace-promoting religious brotherhood across national boundaries,2,507,John R. Mott,male,1865-05-25,USA,Livingston Manor NY,1/31/1955,USA,,,,
1946,peace,for her lifelong work for the cause of peace,2,506,Emily Greene Balch,female,1867-01-08,USA,Boston MA,1/9/1961,USA,Cambridge MA,,,
1946,medicine,for the discovery of the production of mutations by means of X-ray irradiation,1,342,Hermann J. Muller,male,1890-12-21,USA,New York NY,4/5/1967,USA,Indianapolis IN,Indiana University,USA,Bloomington IN
1946,chemistry,for their preparation of enzymes and virus proteins in a pure form,4,206,Wendell M. Stanley,male,16-08-1904,USA,Ridgeville IN,6/15/1971,Spain,Salamanca,Rockefeller Institute for Medical Research,USA,Princeton NJ
1946,chemistry,for their preparation of enzymes and virus proteins in a pure form,4,205,John H. Northrop,male,1891-07-05,USA,Yonkers NY,5/27/1987,USA,Wickenberg AZ,Rockefeller Institute for Medical Research,USA,Princeton NJ
1946,chemistry,for his discovery that enzymes can be crystallized,2,204,James B. Sumner,male,1887-11-19,USA,Canton MA,8/12/1955,USA,Buffalo NY,Cornell University,USA,Ithaca NY
1946,physics,for the invention of an apparatus to produce extremely high pressures and for the discoveries he made therewith in the field of high pressure physics,1,51,Percy W. Bridgman,male,1882-04-21,USA,Cambridge MA,8/20/1961,USA,Randolph NH,Harvard University,USA,Cambridge MA
1945,literature,for her lyric poetry which inspired by powerful emotions has made her name a symbol of the idealistic aspirations of the entire Latin American world,1,615,Gabriela Mistral,female,1889-04-07,Chile,Vicuaa,1/10/1957,USA,Hempstead NY,,,
1945,peace,for his indefatigable work for international understanding and his pivotal role in establishing the United Nations,1,505,Cordell Hull,male,1871-10-02,USA,Olympus TN,7/23/1955,USA,Bethesda MD,,,
1945,medicine,for the discovery of penicillin and its curative effect in various infectious diseases,3,341,Sir Howard Florey,male,1898-09-24,Australia,Adelaide,2/21/1968,United Kingdom,Oxford,University of Oxford,United Kingdom,Oxford
1945,medicine,for the discovery of penicillin and its curative effect in various infectious diseases,3,340,Ernst B. Chain,male,19-06-1906,Germany,Berlin,8/12/1979,Ireland,Mulrany,University of Oxford,United Kingdom,Oxford
1945,medicine,for the discovery of penicillin and its curative effect in various infectious diseases,3,339,Sir Alexander Fleming,male,1881-08-06,Scotland,Lochfield,3/11/1955,United Kingdom,London,London University,United Kingdom,London
1945,chemistry,for his research and inventions in agricultural and nutrition chemistry especially for his fodder preservation method,1,203,Artturi Virtanen,male,1895-01-15,Finland,Helsinki,11/11/1973,Finland,Helsinki,University of Helsinki,Finland,Helsinki
1945,physics,for the discovery of the Exclusion Principle also called the Pauli Principle,1,50,Wolfgang Pauli,male,25-04-1900,Austria,Vienna,12/15/1958,Switzerland,Zurich,Princeton University,USA,Princeton NJ
1944,chemistry,for his discovery of the fission of heavy nuclei,1,202,Otto Hahn,male,1879-03-08,Germany,Frankfurt-on-the-Main,7/28/1968,Germany,Gttingen,Kaiser Wilhelm Institute (now Max Planck Institute) for Chemistry,Germany,Berlin-Dahlem
1944,literature,for the rare strength and fertility of his poetic imagination with which is combined an intellectual curiosity of wide scope and a bold freshly creative style,1,614,Johannes V. Jensen,male,1873-01-20,Denmark,Farso,11/25/1950,Denmark,Copenhagen,,,
1944,peace,for the great work it has performed during the war on behalf of humanity,1,482,International Committee of the Red Cross ,org,1863-00-00,,,,,,,,
1944,medicine,for their discoveries relating to the highly differentiated functions of single nerve fibres,2,338,Herbert S. Gasser,male,1888-07-05,USA,Platteville WI,5/11/1963,USA,New York NY,Rockefeller Institute for Medical Research,USA,New York NY
1944,medicine,for their discoveries relating to the highly differentiated functions of single nerve fibres,2,337,Joseph Erlanger,male,1874-01-05,USA,San Francisco CA,12/5/1965,USA,St. Louis MO,Washington University,USA,St. Louis MO
1944,physics,for his resonance method for recording the magnetic properties of atomic nuclei,1,49,Isidor Isaac Rabi,male,1898-07-29,Poland,Rymanow,1/11/1988,USA,New York NY,Columbia University,USA,New York NY
1943,medicine,for his discovery of the chemical nature of vitamin K,2,336,Edward A. Doisy,male,1893-11-13,USA,Hume IL,10/23/1986,USA,St. Louis MO,Saint Louis University,USA,St. Louis MO
1943,medicine,for his discovery of vitamin K,2,335,Henrik Dam,male,1895-02-21,Denmark,Copenhagen,4/17/1976,Denmark,Copenhagen,Polytechnic Institute,Denmark,Copenhagen
1943,chemistry,for his work on the use of isotopes as tracers in the study of chemical processes,1,201,George de Hevesy,male,1885-08-01,Hungary,Budapest,7/5/1966,Germany,Freiburg im Breisgau,Stockholm University,Sweden,Stockholm
1943,physics,for his contribution to the development of the molecular ray method and his discovery of the magnetic moment of the proton,1,48,Otto Stern,male,1888-02-17,Poland,Zory,8/17/1969,USA,Berkeley CA,Carnegie Institute of Technology,USA,Pittsburgh PA
1939,chemistry,for his work on polymethylenes and higher terpenes,2,200,Leopold Ruzicka,male,1887-09-13,Croatia,Vukovar,9/26/1976,Switzerland,Zurich,Swiss Federal Institute of Technology (ETH Zurich),Switzerland,Zurich
1939,chemistry,for his work on sex hormones,2,199,Adolf Butenandt,male,24-03-1903,Germany,Bremerhaven-Lehe,1/18/1995,Germany,Munich,Kaiser Wilhelm Institute (now Max Planck Institute) for Biochemistry,Germany,Berlin-Dahlem
1939,literature,for his deep understanding of his country's peasantry and the exquisite art with which he has portrayed their way of life and their relationship with Nature,1,613,Frans Eemil Sillanpaa,male,1888-09-16,Finland,Hameenkyro,6/3/1964,Finland,Helsinki,,,
1939,medicine,for the discovery of the antibacterial effects of prontosil,1,334,Gerhard Domagk,male,1895-10-30,Poland,Lagow,4/24/1964,Germany,Burgberg,Munster University,Germany,Munster
1939,physics,for the invention and development of the cyclotron and for results obtained with it especially with regard to artificial radioactive elements,1,47,Ernest Lawrence,male,8/8/1901,USA,Canton SD,8/27/1958,USA,Palo Alto CA,University of California,USA,Berkeley CA
1938,chemistry,for his work on carotenoids and vitamins,1,198,Richard Kuhn,male,3/12/1900,Austria,Vienna,7/31/1967,Germany,Heidelberg,Kaiser Wilhelm Institute (now Max Planck Institute) for Medical Research,Germany,Heidelberg
1938,literature,for her rich and truly epic descriptions of peasant life in China and for her biographical masterpieces,1,610,Pearl Buck,female,1892-06-26,USA,Hillsboro WV,3/6/1973,USA,Danby VT,,,
1938,peace,for having carried on the work of Fridtjof Nansen to the benefit of refugees across Europe,1,503,Nansen International Office for Refugees ,org,1921-00-00,,,,,,,,
1938,medicine,for the discovery of the role played by the sinus and aortic mechanisms in the regulation of respiration,1,333,Corneille Heymans,male,1892-03-28,Belgium,Ghent,7/18/1968,Belgium,Knokke,Ghent University,Belgium,Ghent
1938,physics,for his demonstrations of the existence of new radioactive elements produced by neutron irradiation and for his related discovery of nuclear reactions brought about by slow neutrons,1,46,Enrico Fermi,male,29-09-1901,Italy,Rome,11/28/1954,USA,Chicago IL,Rome University,Italy,Rome
1937,literature,for the artistic power and truth with which he has depicted human conflict as well as some fundamental aspects of contemporary life in his novel-cycle <I>Les Thibault</I>,1,609,Roger Martin du Gard,male,1881-03-23,France,Neuilly sur Seine,8/22/1958,France,Belleme,,,
1937,peace,for his tireless effort in support of the League of Nations disarmament and peace,1,502,Robert Cecil,male,1864-09-14,United Kingdom,London,11/24/1958,United Kingdom,Tunbridge Wells,,,
1937,medicine,for his discoveries in connection with the biological combustion processes with special reference to vitamin C and the catalysis of fumaric acid,1,332,Albert Szent Gyorgyi,male,1893-09-16,Hungary,Budapest,10/22/1986,USA,Woods Hole MA,Szeged University,Hungary,Szeged
1937,chemistry,for his investigations on carotenoids flavins and vitamins A and B2,2,197,Paul Karrer,male,1889-04-21,Russia,Moscow,6/18/1971,Switzerland,Zurich,University of Zurich,Switzerland,Zurich
1937,chemistry,for his investigations on carbohydrates and vitamin C,2,196,Norman Haworth,male,1883-03-19,United Kingdom,Chorley,3/19/1950,United Kingdom,Birmingham,Birmingham University,United Kingdom,Birmingham
1937,physics,for their experimental discovery of the diffraction of electrons by crystals,2,45,George Paget Thomson,male,1892-05-03,United Kingdom,Cambridge,9/10/1975,United Kingdom,Cambridge,London University,United Kingdom,London
1937,physics,for their experimental discovery of the diffraction of electrons by crystals,2,44,Clinton Davisson,male,1881-10-22,USA,Bloomington IL,2/1/1958,USA,Charlottesville VA,Bell Telephone Laboratories,USA,New York NY
1936,literature,for the power honesty and deep-felt emotions of his dramatic works which embody an original concept of tragedy,1,608,Eugene O'Neill,male,1888-10-16,USA,New York NY,11/27/1953,USA,Boston MA,,,
1936,peace,for his role as father of the Argentine Antiwar Pact of 1933 which he also used as a means to mediate peace between Paraguay and Bolivia in 1935,1,501,Carlos Saavedra Lamas,male,1878-11-01,Argentina,Buenos Aires,5/5/1959,Argentina,Buenos Aires,,,
1936,medicine,for their discoveries relating to chemical transmission of nerve impulses,2,331,Otto Loewi,male,1873-06-03,Germany,Frankfurt-on-the-Main,12/25/1961,USA,New York NY,Graz University,Austria,Graz
1936,medicine,for their discoveries relating to chemical transmission of nerve impulses,2,330,Sir Henry Dale,male,1875-06-09,United Kingdom,London,7/23/1968,United Kingdom,Cambridge,National Institute for Medical Research,United Kingdom,London
1936,chemistry,for his contributions to our knowledge of molecular structure through his investigations on dipole moments and on the diffraction of X-rays and electrons in gases,1,195,Peter Debye,male,1884-03-24,the Netherlands,Maastricht,11/2/1966,USA,Ithaca NY,Berlin University,Germany,Berlin
1936,physics,for his discovery of the positron,2,43,Carl D. Anderson,male,3/9/1905,USA,New York NY,1/11/1991,USA,San Marino CA,California Institute of Technology (Caltech),USA,Pasadena CA
1936,physics,for his discovery of cosmic radiation,2,42,Victor F. Hess,male,1883-06-24,Austria,Peggau,12/17/1964,USA,Mount Vernon NY,Innsbruck University,Austria,Innsbruck
1935,chemistry,in recognition of their synthesis of new radioactive elements,2,194,Irene Joliot-Curie,female,1897-09-12,France,Paris,3/17/1956,France,Paris,Institut du Radium,France,Paris
1935,peace,for his burning love for freedom of thought and expression and his valuable contribution to the cause of peace,1,500,Carl von Ossietzky,male,1889-10-03,Germany,Hamburg,5/4/1938,Germany,Berlin,,,
1935,medicine,for his discovery of the organizer effect in embryonic development,1,329,Hans Spemann,male,1869-06-27,Germany,Stuttgart,9/12/1941,Germany,Freiburg im Breisgau,University of Freiburg im Breisgau,Germany,Breisgau
1935,chemistry,in recognition of their synthesis of new radioactive elements,2,193,Frederic Joliot,male,19-03-1900,France,Paris,8/14/1958,France,Paris,Institut du Radium,France,Paris
1935,physics,for the discovery of the neutron,1,41,James Chadwick,male,1891-10-20,United Kingdom,Manchester,7/24/1974,United Kingdom,Cambridge,Liverpool University,United Kingdom,Liverpool
1934,literature,for his bold and ingenious revival of dramatic and scenic art,1,607,Luigi Pirandello,male,1867-06-28,Italy,Agrigento Sicily,12/10/1936,Italy,Rome,,,
1934,peace,for his untiring struggle and his courageous efforts as Chairman of the League of Nations Disarmament Conference 1931-34,1,499,Arthur Henderson,male,1863-09-13,Scotland,Glasgow,10/20/1935,United Kingdom,London,,,
1934,medicine,for their discoveries concerning liver therapy in cases of anaemia,3,328,William P. Murphy,male,1892-02-06,USA,Stoughton WI,10/9/1987,USA,Brookline MA,Harvard University,USA,Cambridge MA
1934,medicine,for their discoveries concerning liver therapy in cases of anaemia,3,327,George R. Minot,male,1885-12-02,USA,Boston MA,2/25/1950,USA,Brookline MA,Harvard University,USA,Cambridge MA
1934,medicine,for their discoveries concerning liver therapy in cases of anaemia,3,326,George H. Whipple,male,1878-08-28,USA,Ashland NH,2/1/1976,USA,Rochester NY,University of Rochester,USA,Rochester NY
1934,chemistry,for his discovery of heavy hydrogen,1,192,Harold C. Urey,male,1893-04-29,USA,Walkerton IN,1/5/1981,USA,La Jolla CA,Columbia University,USA,New York NY
1933,literature,for the strict artistry with which he has carried on the classical Russian traditions in prose writing,1,606,Ivan Bunin,male,1870-10-22,Russia,Voronezh,11/8/1953,France,Paris,,,
1933,peace,for having exposed by his pen the illusion of war and presented a convincing plea for international cooperation and peace,1,498,Sir Norman Angell,male,1872-12-26,United Kingdom,Holbeach,10/7/1967,United Kingdom,Croydon,,,
1933,medicine,for his discoveries concerning the role played by the chromosome in heredity,1,325,Thomas H. Morgan,male,1866-09-25,USA,Lexington KY,12/4/1945,USA,Pasadena CA,California Institute of Technology (Caltech),USA,Pasadena CA
1933,physics,for the discovery of new productive forms of atomic theory,2,40,Paul A.M. Dirac,male,8/8/1902,United Kingdom,Bristol,10/20/1984,USA,Tallahassee FL,University of Cambridge,United Kingdom,Cambridge
1933,physics,for the discovery of new productive forms of atomic theory,2,39,Erwin Schradinger,male,1887-08-12,Austria,Vienna,1/4/1961,Austria,Vienna,Berlin University,Germany,Berlin
1932,physics,for the creation of quantum mechanics the application of which has inter alia led to the discovery of the allotropic forms of hydrogen,1,38,Werner Heisenberg,male,5/12/1901,Germany,Wurzburg,2/1/1976,Germany,Munich,Leipzig University,Germany,Leipzig
1932,literature,for his distinguished art of narration which takes its highest form in <I>The Forsyte Saga</I>,1,605,John Galsworthy,male,1867-08-14,United Kingdom,Kingston Hill,1/31/1933,United Kingdom,London,,,
1932,medicine,for their discoveries regarding the functions of neurons,2,324,Edgar Adrian,male,1889-11-30,United Kingdom,London,8/8/1977,United Kingdom,Cambridge,University of Cambridge,United Kingdom,Cambridge
1932,medicine,for their discoveries regarding the functions of neurons,2,323,Sir Charles Sherrington,male,1857-11-27,United Kingdom,London,3/4/1952,United Kingdom,Eastbourne,University of Oxford,United Kingdom,Oxford
1932,chemistry,for his discoveries and investigations in surface chemistry,1,191,Irving Langmuir,male,1881-01-31,USA,Brooklyn NY,8/16/1957,USA,Falmouth MA,General Electric Company,USA,Schenectady NY
1931,medicine,for his discovery of the nature and mode of action of the respiratory enzyme,1,322,Otto Warburg,male,1883-10-08,Germany,Freiburg im Breisgau,8/1/1970,Germany,West Berlin,Kaiser Wilhelm Institute (now Max Planck Institute) for Biology,Germany,Berlin-Dahlem
1931,literature,The poetry of Erik Axel Karlfeldt,1,604,Erik Axel Karlfeldt,male,1864-07-20,Sweden,Karlbo,4/8/1931,Sweden,Stockholm,,,
1931,peace,for their assiduous effort to revive the ideal of peace and to rekindle the spirit of peace in their own nation and in the whole of mankind,2,497,Nicholas Murray Butler,male,1862-04-02,USA,Elizabeth NJ,12/7/1947,USA,New York NY,Columbia University,USA,New York NY
1931,peace,for their assiduous effort to revive the ideal of peace and to rekindle the spirit of peace in their own nation and in the whole of mankind,2,496,Jane Addams,female,1860-09-06,USA,Cedarville IL,5/21/1935,USA,Chicago IL,,,
1931,chemistry,in recognition of their contributions to the invention and development of chemical high pressure methods,2,190,Friedrich Bergius,male,1884-10-11,Poland,Goldschmieden near Breslau,3/30/1949,Argentina,Buenos Aires,University of Heidelberg,Germany,Heidelberg
1931,chemistry,in recognition of their contributions to the invention and development of chemical high pressure methods,2,189,Carl Bosch,male,1874-08-27,Germany,Cologne,4/26/1940,Germany,Heidelberg,University of Heidelberg,Germany,Heidelberg
1930,peace,for promoting Christian unity and helping create 'that new attitude of mind which is necessary if peace between nations is to become reality',1,495,Nathan Soderblom,male,1866-01-15,Sweden,Trono,7/12/1931,Sweden,Uppsala,,,
1930,literature,for his vigorous and graphic art of description and his ability to create with wit and humour new types of characters,1,603,Sinclair Lewis,male,1885-02-07,USA,Sauk Centre MN,1/10/1951,Italy,Rome,,,
1930,medicine,for his discovery of human blood groups,1,321,Karl Landsteiner,male,1868-06-14,Austria,Vienna,6/26/1943,USA,New York NY,Rockefeller Institute for Medical Research,USA,New York NY
1930,chemistry,for his researches into the constitution of haemin and chlorophyll and especially for his synthesis of haemin,1,188,Hans Fischer,male,1881-07-27,Germany,Hoechst,3/31/1945,Germany,Munich,Technische Hochschule (Institute of Technology),Germany,Munich
1930,physics,for his work on the scattering of light and for the discovery of the effect named after him,1,37,Sir Chandrasekhara Venkata Raman,male,1888-11-07,India,Tiruchirappalli,11/21/1970,India,Bangalore,Calcutta University,India,Calcutta
1929,physics,for his discovery of the wave nature of electrons,1,36,Louis de Broglie,male,1892-08-15,France,Dieppe,3/19/1987,France,Paris,"Sorbonne University, Henri Poincare Institute",France,Paris
1929,literature,principally for his great novel <I>Buddenbrooks</I> which has won steadily increased recognition as one of the classic works of contemporary literature,1,602,Thomas Mann,male,1875-06-06,Germany,Lubeck,8/12/1955,Switzerland,Zurich,,,
1929,peace,for his crucial role in bringing about the Briand-Kellogg Pact,1,494,Frank B. Kellogg,male,1856-12-22,USA,Potsdam NY,12/21/1937,USA,St. Paul MN,,,
1929,medicine,for his discovery of the growth-stimulating vitamins,2,320,Sir Frederick Hopkins,male,1861-06-20,United Kingdom,Eastbourne,5/16/1947,United Kingdom,Cambridge,University of Cambridge,United Kingdom,Cambridge
1929,medicine,for his discovery of the antineuritic vitamin,2,319,Christiaan Eijkman,male,1858-08-11,the Netherlands,Nijkerk,11/5/1930,the Netherlands,Utrecht,Utrecht University,the Netherlands,Utrecht
1929,chemistry,for their investigations on the fermentation of sugar and fermentative enzymes,2,187,Hans von Euler-Chelpin,male,1873-02-15,Germany,Augsburg,11/6/1964,Sweden,Stockholm,Stockholm University,Sweden,Stockholm
1929,chemistry,for their investigations on the fermentation of sugar and fermentative enzymes,2,186,Arthur Harden,male,1865-10-12,United Kingdom,Manchester,6/17/1940,United Kingdom,Bourne,London University,United Kingdom,London
1928,chemistry,for the services rendered through his research into the constitution of the sterols and their connection with the vitamins,1,185,Adolf Windaus,male,1876-12-25,Germany,Berlin,6/9/1959,Germany,Gttingen,Goettingen University,Germany,Gottingen
1928,literature,principally for her powerful descriptions of Northern life during the Middle Ages,1,601,Sigrid Undset,female,1882-05-20,Denmark,Kalundborg,6/10/1949,Norway,Lillehammer,,,
1928,medicine,for his work on typhus,1,318,Charles Nicolle,male,1866-09-21,France,Rouen,2/28/1936,Tunisia,Tunis,Institut Pasteur,Tunisia,Tunis
1928,physics,for his work on the thermionic phenomenon and especially for the discovery of the law named after him,1,35,Owen Willans Richardson,male,1879-04-26,United Kingdom,Dewsbury,2/15/1959,United Kingdom,Alton,London University,United Kingdom,London
1927,literature,in recognition of his rich and vitalizing ideas and the brilliant skill with which they have been presented,1,600,Henri Bergson,male,1859-10-18,France,Paris,1/4/1941,France,Paris,,,
1927,peace,for their contribution to the emergence in France and Germany of a public opinion which favours peaceful international cooperation,2,493,Ludwig Quidde,male,1858-03-23,Germany,Bremen,3/4/1941,Switzerland,Geneva,,,
1927,peace,for their contribution to the emergence in France and Germany of a public opinion which favours peaceful international cooperation,2,492,Ferdinand Buisson,male,1841-12-20,France,Paris,2/16/1932,France,Thieuloy-Saint-Antoine,,,
1927,medicine,for his discovery of the therapeutic value of malaria inoculation in the treatment of dementia paralytica,1,317,Julius Wagner-Jauregg,male,1857-03-07,Austria,Wels,9/27/1940,Austria,Vienna,Vienna University,Austria,Vienna
1927,chemistry,for his investigations of the constitution of the bile acids and related substances,1,184,Heinrich Wieland,male,1877-06-04,Germany,Pforzheim,8/5/1957,Germany,Munich,Munich University,Germany,Munich
1927,physics,for his method of making the paths of electrically charged particles visible by condensation of vapour,2,34,C.T.R. Wilson,male,1869-02-14,Scotland,Glencorse,11/15/1959,Scotland,Carlops,University of Cambridge,United Kingdom,Cambridge
1927,physics,for his discovery of the effect named after him,2,33,Arthur H. Compton,male,1892-09-10,USA,Wooster OH,3/15/1962,USA,Berkeley CA,University of Chicago,USA,Chicago IL
1926,chemistry,for his work on disperse systems,1,183,The Svedberg,male,1884-08-30,Sweden,Flerang,2/25/1971,Sweden,Orebro,Uppsala University,Sweden,Uppsala
1926,literature,for her idealistically inspired writings which with plastic clarity picture the life on her native island and with depth and sympathy deal with human problems in general,1,597,Grazia Deledda,female,1871-09-27,Italy,Nuoro Sardinia,8/15/1936,Italy,Rome,,,
1926,peace,for their crucial role in bringing about the Locarno Treaty,2,491,Gustav Stresemann,male,1878-05-10,Germany,Berlin,10/3/1929,Germany,Berlin,,,
1926,peace,for their crucial role in bringing about the Locarno Treaty,2,490,Aristide Briand,male,1862-03-28,France,Nantes,3/7/1932,France,Paris,,,
1926,medicine,for his discovery of the Spiroptera carcinoma,1,316,Johannes Fibiger,male,1867-04-23,Denmark,Silkeborg,1/30/1928,Denmark,Copenhagen,Copenhagen University,Denmark,Copenhagen
1926,physics,for his work on the discontinuous structure of matter and especially for his discovery of sedimentation equilibrium,1,32,Jean Baptiste Perrin,male,1870-09-30,France,Lille,4/17/1942,USA,New York NY,Sorbonne University,France,Paris
1925,chemistry,for his demonstration of the heterogenous nature of colloid solutions and for the methods he used which have since become fundamental in modern colloid chemistry,1,182,Richard Zsigmondy,male,1865-04-01,Austria,Vienna,9/24/1929,Germany,Gttingen,Goettingen University,Germany,Gottingen
1925,physics,for their discovery of the laws governing the impact of an electron upon an atom,2,30,James Franck,male,1882-08-26,Germany,Hamburg,5/21/1964,Germany,Gttingen,Goettingen University,Germany,Gottingen
1925,literature,for his work which is marked by both idealism and humanity its stimulating satire often being infused with a singular poetic beauty,1,596,George Bernard Shaw,male,1856-07-26,Ireland,Dublin,11/2/1950,United Kingdom,Ayot St. Lawrence,,,
1925,peace,for his crucial role in bringing about the Dawes Plan,2,489,Charles G. Dawes,male,1865-08-27,USA,Marietta OH,4/23/1951,USA,Evanston IL,,,
1925,peace,for his crucial role in bringing about the Locarno Treaty,2,488,Sir Austen Chamberlain,male,1863-10-16,United Kingdom,Birmingham,3/16/1937,United Kingdom,London,,,
1925,physics,for their discovery of the laws governing the impact of an electron upon an atom,2,31,Gustav Hertz,male,1887-07-22,Germany,Hamburg,10/30/1975,Germany,Berlin,Halle University,Germany,Halle
1924,physics,for his discoveries and research in the field of X-ray spectroscopy,1,29,Manne Siegbahn,male,1886-12-03,Sweden,Orebro,9/26/1978,Sweden,Stockholm,Uppsala University,Sweden,Uppsala
1924,literature,for his great national epic <I>The Peasants</I>,1,594,Wladyslaw Reymont,male,1867-05-07,Poland,Kobiele Wielkie,12/5/1925,Poland,Warsaw,,,
1924,medicine,for his discovery of the mechanism of the electrocardiogram,1,315,Willem Einthoven,male,1860-05-21,Indonesia,Semarang,9/29/1927,the Netherlands,Leiden,Leiden University,the Netherlands,Leiden
1923,literature,for his always inspired poetry which in a highly artistic form gives expression to the spirit of a whole nation,1,593,William Butler Yeats,male,1865-06-13,Ireland,Dublin,1/28/1939,France,Roquebrune-Cap-Martin,,,
1923,medicine,for the discovery of insulin,2,314,John Macleod,male,1876-09-06,Scotland,Cluny,3/16/1935,Scotland,Aberdeen,University of Toronto,Canada,Toronto
1923,medicine,for the discovery of insulin,2,313,Frederick G. Banting,male,1891-11-14,Canada,Alliston,2/21/1941,Canada,Newfoundland,University of Toronto,Canada,Toronto
1923,chemistry,for his invention of the method of micro-analysis of organic substances,1,181,Fritz Pregl,male,1869-09-03,Slovenia,Ljubljana,12/13/1930,Austria,Graz,Graz University,Austria,Graz
1923,physics,for his work on the elementary charge of electricity and on the photoelectric effect,1,28,Robert A. Millikan,male,1868-03-22,USA,Morrison IL,12/19/1953,USA,San Marino CA,California Institute of Technology (Caltech),USA,Pasadena CA
1922,literature,for the happy manner in which he has continued the illustrious traditions of the Spanish drama,1,592,Jacinto Benavente,male,1866-08-12,Spain,Madrid,7/14/1954,Spain,Madrid,,,
1922,peace,for his leading role in the repatriation of prisoners of war in international relief work and as the League of Nations' High Commissioner for refugees,1,487,Fridtjof Nansen,male,1861-10-10,Norway,Oslo,5/13/1930,Norway,Oslo,,,
1922,medicine,for his discovery of the fixed relationship between the consumption of oxygen and the metabolism of lactic acid in the muscle,2,312,Otto Meyerhof,male,1884-04-12,Germany,Hanover,10/6/1951,USA,Philadelphia PA,Kiel University,Germany,Kiel
1922,medicine,for his discovery relating to the production of heat in the muscle,2,311,Archibald V. Hill,male,1886-09-26,United Kingdom,Bristol,6/3/1977,United Kingdom,Cambridge,London University,United Kingdom,London
1922,chemistry,for his discovery by means of his mass spectrograph of isotopes in a large number of non-radioactive elements and for his enunciation of the whole-number rule,1,180,Francis W. Aston,male,1877-09-01,United Kingdom,Harborne,11/20/1945,United Kingdom,Cambridge,University of Cambridge,United Kingdom,Cambridge
1922,physics,for his services in the investigation of the structure of atoms and of the radiation emanating from them,1,27,Niels Bohr,male,1885-10-07,Denmark,Copenhagen,11/18/1962,Denmark,Copenhagen,Copenhagen University,Denmark,Copenhagen
1921,physics,for his services to Theoretical Physics and especially for his discovery of the law of the photoelectric effect,1,26,Albert Einstein,male,1879-03-14,Germany,Ulm,4/18/1955,USA,Princeton NJ,Kaiser Wilhelm Institute (now Max Planck Institute) for Physics,Germany,Berlin
1921,literature,in recognition of his brilliant literary achievements characterized as they are by a nobility of style a profound human sympathy grace and a true Gallic temperament,1,590,Anatole France,male,1844-04-16,France,Paris,10/12/1924,France,Saint Cyr sur Loire,,,
1921,peace,for their lifelong contributions to the cause of peace and organized internationalism,2,486,Christian Lange,male,1869-09-17,Norway,Stavanger,12/11/1938,Norway,Oslo,,,
1921,peace,for their lifelong contributions to the cause of peace and organized internationalism,2,485,Hjalmar Branting,male,1860-11-23,Sweden,Stockholm,2/24/1925,Sweden,Stockholm,,,
1921,chemistry,for his contributions to our knowledge of the chemistry of radioactive substances and his investigations into the origin and nature of isotopes,1,179,Frederick Soddy,male,1877-09-02,United Kingdom,Eastbourne,9/22/1956,United Kingdom,Brighton,University of Oxford,United Kingdom,Oxford
